Date,Total Tx Count,Total Fees,Total Input Value,Total Output Value,Total BTC Created,Total BTC Sent,Largest Amt Sent,Avg Transaction Fee,Efficiency Ratio
2021-08-17,257766,15.65187722,2410454.07843459,2410438.42655737,63.82146683,2410438.42655737,17114.4916126,6.072e-05,0.99999351
2021-08-18,247333,15.41159123,2729385.7867293,2729370.37513807,178.04248319,2729370.37513807,17564.52517847,6.231e-05,0.99999435
2021-08-19,253447,12.90905503,2579813.55276067,2579800.64370564,171.15535526,2579800.64370564,21992.09050485,5.093e-05,0.999995
2021-08-20,271837,15.74679146,2299800.76304595,2299785.01625449,297.7273796,2299785.01625449,17504.71294716,5.793e-05,0.99999315
2021-08-21,219407,11.42035586,2423833.35851583,2423821.93815997,44.12494399,2423821.93815997,17650.41908894,5.205e-05,0.99999529
2021-08-22,190631,11.62618275,1808030.88315063,1808019.25696788,329.14089838,1808019.25696788,17726.60670419,6.099e-05,0.99999357
2021-08-23,270736,14.33684909,3169845.59691274,3169831.26006365,328.64032626,3169831.26006365,17863.71278781,5.296e-05,0.99999548
2021-08-24,263984,15.00327334,8151046.80387897,8151031.80060563,222.38981639,8151031.80060563,21842.09048031,5.683e-05,0.99999816
2021-08-25,263009,12.85651722,4216114.32062766,4216101.46411044,100.78276576,4216101.46411044,21787.71647009,4.888e-05,0.99999695
2021-08-26,258590,11.57534522,4700335.78181274,4700324.20646752,87.97538788,4700324.20646752,22906.34870399,4.476e-05,0.99999754
2021-08-27,256813,11.91570629,3919324.36487961,3919312.44917332,56.8063879,3919312.44917332,22163.13607462,4.64e-05,0.99999696
2021-08-28,218268,10.70235591,3497152.31721801,3497141.6148621,253.82872301,3497141.6148621,21577.7587126,4.903e-05,0.99999694
2021-08-29,191650,8.73895894,3648567.15027812,3648558.41131918,384.12624411,3648558.41131918,21261.61310511,4.56e-05,0.9999976
2021-08-30,250955,12.53730114,4015680.75573918,4015668.21843804,63.72823272,4015668.21843804,20673.22127104,4.996e-05,0.99999688
2021-08-31,271163,13.74039187,3857731.4978907,3857717.75749883,152.44337532,3857717.75749883,21682.38764259,5.067e-05,0.99999644
2021-09-01,280865,17.7418564,4130519.96102289,4130502.21916649,230.20393037,4130502.21916649,21677.75963416,6.317e-05,0.9999957
2021-09-02,289900,19.97096727,4192619.47717053,4192599.50620326,18.82044315,4192599.50620326,19372.84724073,6.889e-05,0.99999524
2021-09-03,283991,18.43386973,3018423.47634822,3018405.04247849,6.27305135,3018405.04247849,19406.93524593,6.491e-05,0.99999389
2021-09-04,227732,11.99431048,2783480.45827098,2783468.4639605,335.25762702,2783468.4639605,19671.62446825,5.267e-05,0.99999569
2021-09-05,205066,10.48077135,2171986.23498284,2171975.75421149,315.28717815,2171975.75421149,20346.54310626,5.111e-05,0.99999517
2021-09-06,268877,17.20333365,3561026.27496478,3561009.07163113,266.28919918,3561009.07163113,20519.55273097,6.398e-05,0.99999517
2021-09-07,276624,18.45604694,3816632.9652762,3816614.50922926,196.77783301,3816614.50922926,21662.75962706,6.672e-05,0.99999516
2021-09-08,270483,14.7072251,3319008.87725858,3318994.17003348,158.4364844,3318994.17003348,21529.0457073,5.437e-05,0.99999557
2021-09-09,274384,14.12040485,3843456.87744569,3843442.75704084,82.76018242,3843442.75704084,32233.88948022,5.146e-05,0.99999633
2021-09-10,261371,14.11332747,9989324.84053034,9989310.72720287,107.72958979,9989310.72720287,45504.57838667,5.4e-05,0.99999859
2021-09-11,218445,10.83663456,5578919.25260977,5578908.41597521,107.42727886,5578908.41597521,44957.64876332,4.961e-05,0.99999806
2021-09-12,192691,8.56594866,4485152.23312225,4485143.66717359,233.6063183,4485143.66717359,44922.31448824,4.445e-05,0.99999809
2021-09-13,255970,15.26903901,10038432.54419644,10038417.27515743,171.49981114,10038417.27515743,44901.64514289,5.965e-05,0.99999848
2021-09-14,268127,14.83268393,11249878.22510041,11249863.39241648,235.46904226,11249863.39241648,45016.04792238,5.532e-05,0.99999868
2021-09-15,268957,17.05868174,3971035.57099376,3971018.51231202,210.1256153,3971018.51231202,31333.889448,6.343e-05,0.9999957
2021-09-16,271223,16.78613933,4341159.63819436,4341142.85205503,38.11485404,4341142.85205503,24263.86234934,6.189e-05,0.99999613
2021-09-17,271040,14.98088386,3487203.56328838,3487188.58240452,215.92859946,3487188.58240452,24302.67303203,5.527e-05,0.9999957
2021-09-18,227661,11.59331478,3011691.50164178,3011679.908327,25.31565561,3011679.908327,24248.4636237,5.092e-05,0.99999615
2021-09-19,200516,8.24793646,2508473.33731977,2508465.08938331,214.41742126,2508465.08938331,24516.27135699,4.113e-05,0.99999671
2021-09-20,270233,13.88693201,5599382.11970931,5599368.2327773,18.96214954,5599368.2327773,31493.41091779,5.139e-05,0.99999752
2021-09-21,244568,14.77670143,11239940.38202339,11239925.60532196,38.62778302,11239925.60532196,24235.48539465,6.042e-05,0.99999869
2021-09-22,275235,14.01797242,5027716.06794011,5027702.04996769,177.8296605,5027702.04996769,23728.50490829,5.093e-05,0.99999721
2021-09-23,268689,13.78292053,4365709.09415491,4365695.31123438,145.4439843,4365695.31123438,23513.60389752,5.13e-05,0.99999684
2021-09-24,277565,16.13218851,4243869.60650783,4243853.47431932,216.43546186,4243853.47431932,30693.41090603,5.812e-05,0.9999962
2021-09-25,212575,8.54954145,5210673.5004137,5210664.95087225,252.38326259,5210664.95087225,24507.98898786,4.022e-05,0.99999836
2021-09-26,195560,8.46447735,3016337.28553655,3016328.8210592,220.87100907,3016328.8210592,36999.9974905,4.328e-05,0.99999719
2021-09-27,255873,12.6638463,4260159.77878446,4260147.11493816,114.196901,4260147.11493816,24733.33515382,4.949e-05,0.99999703
2021-09-28,262292,13.65809179,3549841.36718074,3549827.70908895,196.94408553,3549827.70908895,24697.51472453,5.207e-05,0.99999615
2021-09-29,241991,11.29846913,3982501.95979606,3982490.66132693,88.49458612,3982490.66132693,31830.22697236,4.669e-05,0.99999716
2021-09-30,293074,14.77442647,4382502.49468934,4382487.72026287,158.05628977,4382487.72026287,63309.987982,5.041e-05,0.99999663
2021-10-01,277042,16.25074991,4455341.0044448,4455324.75369489,127.07315255,4455324.75369489,25012.47425574,5.866e-05,0.99999635
2021-10-02,259961,10.92389547,3209113.2326443,3209102.30874883,315.00714276,3209102.30874883,32106.17915892,4.202e-05,0.9999966
2021-10-03,218112,9.99490094,3572546.46354388,3572536.46864294,6.2891577,3572536.46864294,24476.09645344,4.582e-05,0.9999972
2021-10-04,268955,13.71933088,3716043.76969155,3716030.05036067,215.60722685,3716030.05036067,31306.1791522,5.101e-05,0.99999631
2021-10-05,312538,15.2931848,4899796.26346565,4899780.97028085,82.17434009,4899780.97028085,24507.9179945,4.893e-05,0.99999688
2021-10-06,267749,18.01872245,4930806.93601007,4930788.91728762,121.53020771,4930788.91728762,40001.86163806,6.73e-05,0.99999635
2021-10-07,325875,26.94414508,4509770.11456099,4509743.17041591,109.78175009,4509743.17041591,48309.987925,8.268e-05,0.99999403
2021-10-08,280028,20.66777196,4003475.07801502,4003454.41024306,141.73972143,4003454.41024306,24857.07286095,7.381e-05,0.99999484
2021-10-09,246189,14.68665122,3195307.95400672,3195293.2673555,222.30792672,3195293.2673555,24710.48378465,5.966e-05,0.9999954
2021-10-10,211506,12.73358015,2805339.76251401,2805327.02893386,0.0,2805327.02893386,24665.71139271,6.02e-05,0.99999546
2021-10-11,280184,20.71044373,4363938.69611706,4363917.98567333,275.2247286,4363917.98567333,24410.42951743,7.392e-05,0.99999525
2021-10-12,274155,19.08640434,3510892.40063555,3510873.31423121,120.92642173,3510873.31423121,24377.29356807,6.962e-05,0.99999456
2021-10-13,288916,16.82798138,3255427.17741316,3255410.34943178,253.8225678,3255410.34943178,24262.04877273,5.825e-05,0.99999483
2021-10-14,282383,16.28899281,2740210.42393152,2740194.13493871,203.6508767,2740194.13493871,36809.987894,5.768e-05,0.99999406
2021-10-15,297746,20.28590568,3848312.39901154,3848292.11310586,178.7483501,3848292.11310586,23936.12885154,6.813e-05,0.99999473
2021-10-16,270052,15.68890276,2939112.50286034,2939096.81395758,152.83443425,2939096.81395758,24032.66089112,5.81e-05,0.99999466
2021-10-17,215883,11.34267792,3238838.23564409,3238826.89296617,44.12354125,3238826.89296617,23778.93240167,5.254e-05,0.9999965
2021-10-18,285368,15.82936149,4028419.33152127,4028403.50215978,197.51639685,4028403.50215978,23856.31841623,5.547e-05,0.99999607
2021-10-19,312018,15.00707606,11126832.77635942,11126817.76928336,44.47880461,11126817.76928336,23871.46585113,4.81e-05,0.99999865
2021-10-20,291813,18.74501966,4906723.81823795,4906705.07321829,159.3019421,4906705.07321829,23893.10655576,6.424e-05,0.99999618
2021-10-21,320743,20.27685074,4359505.10432272,4359484.82747198,115.04701142,4359484.82747198,34988.93290672,6.322e-05,0.99999535
2021-10-22,287550,16.16676262,3525007.16470753,3524990.99794491,235.25958432,3524990.99794491,36306.5465148,5.622e-05,0.99999541
2021-10-23,223941,11.14498353,2685596.54078811,2685585.39580458,75.66837293,2685585.39580458,23585.07185648,4.977e-05,0.99999585
2021-10-24,211220,8.98128972,2774263.63258331,2774254.65129359,227.5713038,2774254.65129359,58814.97744959,4.252e-05,0.99999676
2021-10-25,284680,14.02343665,3248425.97410234,3248411.95066569,44.32305414,3248411.95066569,23836.55450987,4.926e-05,0.99999568
2021-10-26,294029,13.72514751,3512724.32339821,3512710.5982507,202.62046773,3512710.5982507,24013.12351485,4.668e-05,0.99999609
2021-10-27,292114,12.54541851,2919456.00821477,2919443.46279626,189.87733024,2919443.46279626,34988.9329,4.295e-05,0.9999957
2021-10-28,295558,12.98178558,2957406.66564192,2957393.68385634,44.32539587,2957393.68385634,24083.851781,4.392e-05,0.99999561
2021-10-29,305733,15.65614451,3100332.66364827,3100317.00750376,228.21410616,3100317.00750376,23894.5801764,5.121e-05,0.99999495
2021-10-30,252061,10.41767014,3185595.53737289,3185585.11970275,81.97098965,3185585.11970275,23360.41766549,4.133e-05,0.99999673
2021-10-31,217435,8.99031936,2655035.66168329,2655026.67136393,56.73379428,2655026.67136393,23321.4590031,4.135e-05,0.99999661
2021-11-01,293282,15.30868889,3244986.43471377,3244971.12602488,18.8684833,3244971.12602488,23331.55513728,5.22e-05,0.99999528
2021-11-02,297402,17.50019127,3525624.85236038,3525607.35216911,89.17004916,3525607.35216911,23113.28558586,5.884e-05,0.99999504
2021-11-03,288746,15.93237584,3401805.22020272,3401789.28782688,6.25651475,3401789.28782688,22990.75566169,5.518e-05,0.99999532
2021-11-04,289141,16.38430664,4211287.2846612,4211270.90035456,229.44169725,4211270.90035456,22980.0903104,5.667e-05,0.99999611
2021-11-05,285946,17.51744891,4332319.57481022,4332302.05736131,18.85853365,4332302.05736131,23013.25730045,6.126e-05,0.99999596
2021-11-06,236233,10.76522666,4346725.17406263,4346714.40883597,18.86324703,4346714.40883597,23003.14431489,4.557e-05,0.99999752
2021-11-07,226128,9.63271774,3456697.05780973,3456687.42509199,100.68468192,3456687.42509199,22979.93369432,4.26e-05,0.99999721
2021-11-08,285806,16.09920783,5854411.19494276,5854395.09573493,184.78288415,5854395.09573493,22980.41798973,5.633e-05,0.99999725
2021-11-09,335411,23.26600511,4938115.72549648,4938092.45949137,147.08330938,4938092.45949137,39001.86000806,6.937e-05,0.99999529
2021-11-10,301025,18.41489098,4610970.71024555,4610952.29535457,82.58645011,4610952.29535457,23070.15976727,6.117e-05,0.99999601
2021-11-11,293665,15.55562963,3870722.73481837,3870707.17918874,44.16411865,3870707.17918874,37510.03052969,5.297e-05,0.99999598
2021-11-12,282049,14.88517644,4032564.296222,4032549.41104556,216.38573817,4032549.41104556,178010.985312,5.278e-05,0.99999631
2021-11-13,238634,10.69343882,3316208.35250433,3316197.65906551,50.423044,3316197.65906551,22942.46858264,4.481e-05,0.99999678
2021-11-14,224016,8.67145475,3031288.207739,3031279.53628425,359.11181274,3031279.53628425,22961.20294182,3.871e-05,0.99999714
2021-11-15,288435,12.66008946,4362670.92332529,4362658.26323583,38.00066123,4362658.26323583,26671.99982,4.389e-05,0.9999971
2021-11-16,301103,12.97971574,12110738.36051283,12110725.38079709,196.09430962,12110725.38079709,22961.45100044,4.311e-05,0.99999893
2021-11-17,290390,13.4647262,6179560.02113027,6179546.55640407,38.07413085,6179546.55640407,22958.09467318,4.637e-05,0.99999782
2021-11-18,293867,11.7643974,5501322.26961601,5501310.50521861,221.5544053,5501310.50521861,37510.03052297,4.003e-05,0.99999786
2021-11-19,284719,13.20134335,4604100.71930352,4604087.51796017,146.20930879,4604087.51796017,22876.8684322,4.637e-05,0.99999713
2021-11-20,249652,12.96530977,3505635.78296008,3505622.81765031,121.14759141,3505622.81765031,22866.67401467,5.193e-05,0.9999963
2021-11-21,222949,9.23059486,3584681.22460965,3584671.99401479,44.12871032,3584671.99401479,22867.43860007,4.14e-05,0.99999742
2021-11-22,279165,12.30824165,4333549.71436913,4333537.40612748,152.18859761,4333537.40612748,37024.987907,4.409e-05,0.99999716
2021-11-23,283401,12.28852264,4381019.45336182,4381007.16483918,75.97211257,4381007.16483918,22822.82248576,4.336e-05,0.9999972
2021-11-24,298909,14.01867125,4893594.6976188,4893580.67894755,6.29206971,4893580.67894755,22758.7516944,4.69e-05,0.99999714
2021-11-25,287496,14.85821293,5263632.33535084,5263617.47713791,51.10752408,5263617.47713791,22754.13499494,5.168e-05,0.99999718
2021-11-26,292645,14.57347377,5022566.63765962,5022552.06418585,178.09556488,5022552.06418585,36877.24935465,4.98e-05,0.9999971
2021-11-27,240759,8.44446976,2900847.57810069,2900839.13363093,283.87579116,2900839.13363093,22780.73974458,3.507e-05,0.99999709
2021-11-28,213768,7.36052107,3214496.04070723,3214488.68018616,208.14000958,3214488.68018616,22913.88278114,3.443e-05,0.99999771
2021-11-29,301297,11.13359834,4153458.29529825,4153447.16169991,133.03849646,4153447.16169991,36654.79766246,3.695e-05,0.99999732
2021-11-30,293876,12.63960254,4261151.13058745,4261138.49098491,120.25844931,4261138.49098491,23003.428273,4.301e-05,0.99999703
2021-12-01,288422,20.56160479,3770583.60029266,3770563.03868787,32.36508011,3770563.03868787,22740.83420223,7.129e-05,0.99999455
2021-12-02,313261,18.87918059,3818424.3095037,3818405.43032311,152.72267928,3818405.43032311,39412.09609684,6.027e-05,0.99999506
2021-12-03,290139,13.28258262,3501410.63297189,3501397.35038927,252.5944482,3501397.35038927,20727.84799308,4.578e-05,0.99999621
2021-12-04,253674,17.45400848,4371584.85605592,4371567.40204744,204.92258535,4371567.40204744,20825.80775878,6.88e-05,0.99999601
2021-12-05,215213,21.84550986,2914367.66069848,2914345.81518862,268.15802888,2914345.81518862,20827.4589245,0.00010151,0.9999925
2021-12-06,284467,12.98769813,5447688.98623218,5447675.99853405,195.79154231,5447675.99853405,20765.21833826,4.566e-05,0.99999762
2021-12-07,288343,11.38683329,5226681.28122669,5226669.8943934,0.0,5226669.8943934,22646.53014337,3.949e-05,0.99999782
2021-12-08,266110,10.34711221,4329179.1871219,4329168.84000969,113.52833582,4329168.84000969,21576.99990922,3.888e-05,0.99999761
2021-12-09,282775,12.03940326,3128218.23486049,3128206.19545723,139.27288736,3128206.19545723,46004.987898,4.258e-05,0.99999615
2021-12-10,271375,11.58751607,3009327.52404081,3009315.93652474,126.63073747,3009315.93652474,20969.13930894,4.27e-05,0.99999615
2021-12-11,225733,7.93052829,2569429.89214234,2569421.96161405,277.31934325,2569421.96161405,20962.17652628,3.513e-05,0.99999691
2021-12-12,214808,6.54018765,2254248.24963153,2254241.70944388,245.81023828,2254241.70944388,21129.04393633,3.045e-05,0.9999971
2021-12-13,278211,12.93733248,3043978.86974451,3043965.93241203,126.86244691,3043965.93241203,21239.60193738,4.65e-05,0.99999575
2021-12-14,278275,11.71214792,8861844.66268531,8861832.95053739,189.9770597,8861832.95053739,21412.46577429,4.209e-05,0.99999868
2021-12-15,281103,11.62215151,3941898.16263932,3941886.54048781,0.0,3941886.54048781,21472.1756125,4.134e-05,0.99999705
2021-12-16,256206,10.47070691,3457731.5473409,3457721.07663399,18.98269944,3457721.07663399,42299.987882,4.087e-05,0.99999697
2021-12-17,263495,12.99668263,3037671.96794453,3037658.9712619,221.64812677,3037658.9712619,21463.50783751,4.932e-05,0.99999572
2021-12-18,239170,8.78718027,2798027.30706635,2798018.51988608,69.43498475,2798018.51988608,21475.59667756,3.674e-05,0.99999686
2021-12-19,206719,6.98352275,2378823.29138305,2378816.3078603,119.80465738,2378816.3078603,21505.71560212,3.378e-05,0.99999706
2021-12-20,266947,10.99737319,2964153.17934817,2964142.18197498,170.62082651,2964142.18197498,21538.99951109,4.12e-05,0.99999629
2021-12-21,304713,11.89622366,2708769.27757871,2708757.38135505,271.75467741,2708757.38135505,21561.438447,3.904e-05,0.99999561
2021-12-22,288495,10.85075693,3185454.10027825,3185443.24952132,182.92777511,3185443.24952132,29739.098616,3.761e-05,0.99999659
2021-12-23,291799,10.97831577,3213657.73706573,3213646.75874996,195.43758215,3213646.75874996,24130.51758452,3.762e-05,0.99999658
2021-12-24,260565,12.06790599,2858513.76303246,2858501.69512647,18.84352718,2858501.69512647,21638.05613885,4.631e-05,0.99999578
2021-12-25,207803,8.32231002,2410092.92323713,2410084.60092711,201.95713258,2410084.60092711,39412.09608676,4.005e-05,0.99999655
2021-12-26,198574,7.75341049,2462225.00094694,2462217.24753645,251.95798938,2462217.24753645,21866.21396197,3.905e-05,0.99999685
2021-12-27,249548,13.15912641,3131168.95703368,3131155.79790727,196.46095962,3131155.79790727,21916.90070701,5.273e-05,0.9999958
2021-12-28,265422,17.86068218,3274853.23136719,3274835.37068501,50.87780126,3274835.37068501,21954.02471934,6.729e-05,0.99999455
2021-12-29,276083,16.40915858,3495490.84899848,3495474.4398399,57.07970255,3495474.4398399,22046.48542173,5.944e-05,0.99999531
2021-12-30,245021,17.65403926,3152759.75490963,3152742.10087037,166.51951208,3152742.10087037,45679.1742535,7.205e-05,0.9999944
2021-12-31,269540,18.07228243,3185881.84009527,3185863.76781284,50.33000252,3185863.76781284,22434.37738353,6.705e-05,0.99999433
2022-01-01,186834,9.31325086,2314806.35954613,2314797.04629527,232.97851499,2314797.04629527,22622.50082194,4.985e-05,0.99999598
2022-01-02,196865,9.25751769,2243960.52850199,2243951.2709843,245.72448557,2243951.2709843,22642.14442628,4.702e-05,0.99999587
2022-01-03,234793,11.58893996,3396954.40242872,3396942.81348876,88.2521398,3396942.81348876,22676.34349193,4.936e-05,0.99999659
2022-01-04,274544,13.28402,3190716.27052067,3190702.98650067,177.17537329,3190702.98650067,44897.99986542,4.839e-05,0.99999584
2022-01-05,272155,15.83972727,4079429.92514888,4079414.08542161,197.14282159,4079414.08542161,22623.36246905,5.82e-05,0.99999612
2022-01-06,264899,15.23440191,3799624.07858305,3799608.84418114,152.13305099,3799608.84418114,28500.577498,5.751e-05,0.99999599
2022-01-07,255381,14.30294969,3617311.81512869,3617297.512179,152.00462022,3617297.512179,22716.13130593,5.601e-05,0.99999605
2022-01-08,223920,9.69417938,2818529.36038861,2818519.66620923,50.4920659,2818519.66620923,22699.03305322,4.329e-05,0.99999656
2022-01-09,210143,7.86552615,2651081.32917249,2651073.46364634,252.26715773,2651073.46364634,22737.2002626,3.743e-05,0.99999703
2022-01-10,266743,11.45594577,3424671.32937615,3424659.87343038,145.78958177,3424659.87343038,22765.47604214,4.295e-05,0.99999665
2022-01-11,277698,11.71013853,7365061.95352934,7365050.24339081,221.40275468,7365050.24339081,22755.45324661,4.217e-05,0.99999841
2022-01-12,271933,11.66043324,4648148.61218839,4648136.95175515,120.08075493,4648136.95175515,22768.11415468,4.288e-05,0.99999749
2022-01-13,274515,10.43758314,4275299.75227153,4275289.31468839,226.71042559,4275289.31468839,22844.3042211,3.802e-05,0.99999756
2022-01-14,270882,9.66920485,3869692.41141164,3869682.74220679,271.52147653,3869682.74220679,22748.23225389,3.57e-05,0.9999975
2022-01-15,234373,7.42847263,3946459.91696887,3946452.48849624,346.23403693,3946452.48849624,22665.83577044,3.17e-05,0.99999812
2022-01-16,216151,6.36674077,3777235.317227,3777228.95048623,282.96675743,3777228.95048623,22665.44487543,2.946e-05,0.99999831
2022-01-17,258141,9.08946149,3717669.62983561,3717660.54037412,182.56063436,3717660.54037412,22668.42630808,3.521e-05,0.99999756
2022-01-18,265057,9.47611286,4352230.97296095,4352221.49684809,120.18573812,4352221.49684809,22870.29128757,3.575e-05,0.99999782
2022-01-19,270334,8.66004883,3765554.98250652,3765546.32245769,182.75134192,3765546.32245769,22935.64310673,3.203e-05,0.9999977
2022-01-20,271265,9.94362513,3529790.18203694,3529780.23841181,207.96212436,3529780.23841181,22971.91431186,3.666e-05,0.99999718
2022-01-21,272348,12.14652139,5169380.61837599,5169368.4718546,272.92507658,5169368.4718546,26641.14021,4.46e-05,0.99999765
2022-01-22,250294,11.14446627,6381214.28413221,6381203.13966594,177.25910331,6381203.13966594,30019.07856176,4.453e-05,0.99999825
2022-01-23,203986,7.68463059,5711691.70575922,5711684.02112863,264.60192588,5711684.02112863,33473.52610145,3.767e-05,0.99999865
2022-01-24,270712,11.63754455,6745140.89195128,6745129.25440673,158.41024588,6745129.25440673,33538.47530721,4.299e-05,0.99999827
2022-01-25,265128,10.85228724,5672606.23576451,5672595.38347727,145.20986335,5672595.38347727,32232.97109637,4.093e-05,0.99999809
2022-01-26,261070,11.98924573,4148127.59231863,4148115.6030729,94.86317414,4148115.6030729,32158.89479674,4.592e-05,0.99999711
2022-01-27,255925,11.65036764,3989511.32970597,3989499.67933833,108.05066994,3989499.67933833,32174.58393784,4.552e-05,0.99999708
2022-01-28,264609,12.53358866,4245188.78882998,4245176.25524132,260.15871388,4245176.25524132,45679.17424342,4.737e-05,0.99999705
2022-01-29,231038,12.33101627,3908555.36884269,3908543.03782642,82.44870702,3908543.03782642,31685.35317748,5.337e-05,0.99999685
2022-01-30,207173,10.55100293,3770546.54228004,3770535.99127711,151.43636541,3770535.99127711,31660.07108448,5.093e-05,0.9999972
2022-01-31,263410,13.02331697,3930485.26366728,3930472.24035031,88.61389103,3930472.24035031,31639.55361608,4.944e-05,0.99999669
2022-02-01,272984,14.70529808,3895235.2763936,3895220.57109552,76.03978479,3895220.57109552,38601.85803806,5.387e-05,0.99999622
2022-02-02,278985,12.2771005,3334122.7914781,3334110.5143776,202.08670314,3334110.5143776,31569.05945868,4.401e-05,0.99999632
2022-02-03,265344,10.61692952,3607479.93146524,3607469.31453572,164.62744237,3607469.31453572,30901.6889594,4.001e-05,0.99999706
2022-02-04,247946,13.95667952,4478871.54920271,4478857.59252319,133.86811494,4478857.59252319,30291.57615052,5.629e-05,0.99999688
2022-02-05,258646,14.12773856,3529722.39834024,3529708.27060168,114.87037843,3529708.27060168,30169.61115943,5.462e-05,0.999996
2022-02-06,219196,10.26759842,3045328.60918303,3045318.34158461,157.92850978,3045318.34158461,30166.342873,4.684e-05,0.99999663
2022-02-07,262034,14.54581893,4718505.74290558,4718491.19708665,133.55023922,4718491.19708665,30118.48302133,5.551e-05,0.99999692
2022-02-08,276850,14.50301713,11956176.37664754,11956161.87363041,25.19217301,11956161.87363041,29948.25499693,5.239e-05,0.99999879
2022-02-09,265804,14.57878275,5387598.66116083,5387584.08237808,44.53170424,5387584.08237808,29975.29808305,5.485e-05,0.99999729
2022-02-10,260813,19.58059812,5357242.93789597,5357223.35729785,89.62259886,5357223.35729785,42273.98776,7.508e-05,0.99999635
2022-02-11,258595,16.74292024,3918309.92654092,3918293.18362068,95.47881196,3918293.18362068,45412.48218403,6.475e-05,0.99999573
2022-02-12,228189,12.37731195,3185369.77820185,3185357.4008899,18.79109141,3185357.4008899,30099.27635692,5.424e-05,0.99999611
2022-02-13,208977,8.7076434,3287544.08203025,3287535.37438685,340.29800719,3287535.37438685,30136.06528779,4.167e-05,0.99999735
2022-02-14,247592,11.16108503,3956941.19526523,3956930.0341802,170.11012457,3956930.0341802,30133.6427786,4.508e-05,0.99999718
2022-02-15,273623,12.47970742,3424481.82660963,3424469.34690221,183.22519281,3424469.34690221,30113.27142335,4.561e-05,0.99999636
2022-02-16,266788,10.08718334,3912133.63218362,3912123.54500028,126.09374239,3912123.54500028,30077.41795911,3.781e-05,0.99999742
2022-02-17,255573,9.91791024,3663324.56661794,3663314.6487077,176.72341282,3663314.6487077,50157.14047502,3.881e-05,0.99999729
2022-02-18,261055,9.41369389,3921186.9184699,3921177.50477601,233.97095504,3921177.50477601,30021.5108116,3.606e-05,0.9999976
2022-02-19,220673,6.87295332,3222251.84492936,3222244.97197604,69.1777166,3222244.97197604,30009.93441503,3.115e-05,0.99999787
2022-02-20,200535,5.72791661,3410689.09023948,3410683.36232287,289.35116485,3410683.36232287,30105.4772213,2.856e-05,0.99999832
2022-02-21,237402,9.55541766,4986644.89272903,4986635.33731137,107.66426794,4986635.33731137,30114.89901358,4.025e-05,0.99999808
2022-02-22,260265,9.1525035,4755889.95787962,4755880.80537612,138.68498498,4755880.80537612,30116.28021667,3.517e-05,0.99999808
2022-02-23,251275,8.06713107,3596094.23630758,3596086.16917651,81.763641,3596086.16917651,30075.99757789,3.21e-05,0.99999776
2022-02-24,254139,10.24872082,4282398.89738072,4282388.6486599,139.07598792,4282388.6486599,30114.79508038,4.033e-05,0.99999761
2022-02-25,260340,11.50066554,4322512.60824427,4322501.10757873,159.11478812,4322501.10757873,50157.1404683,4.418e-05,0.99999734
2022-02-26,220423,6.73553405,3126498.14922044,3126491.41368639,25.24278082,3126491.41368639,28692.70463145,3.056e-05,0.99999785
2022-02-27,211164,6.9410088,2943390.97396245,2943384.03295365,276.87318872,2943384.03295365,28661.79284274,3.287e-05,0.99999764
2022-02-28,270918,9.34059643,4321059.12345235,4321049.78285592,277.37269113,4321049.78285592,39763.157758,3.448e-05,0.99999784
2022-03-01,280634,19.43038347,4986574.91653961,4986555.48615614,38.47777708,4986555.48615614,28871.69040377,6.924e-05,0.9999961
2022-03-02,288657,29.26598148,3628688.70981388,3628659.4438324,45.04589249,3628659.4438324,28810.96908348,0.00010139,0.99999193
2022-03-03,268244,20.2902153,3944341.27458859,3944320.98437329,325.86993536,3944320.98437329,52844.63208663,7.564e-05,0.99999486
2022-03-04,262101,15.32201052,3554383.11097117,3554367.78896065,216.63161489,3554367.78896065,28888.11517629,5.846e-05,0.99999569
2022-03-05,225321,11.26066449,2615903.94155183,2615892.68088734,25.5379728,2615892.68088734,28862.54903362,4.998e-05,0.9999957
2022-03-06,207116,9.45711786,2763610.59498535,2763601.13786749,271.92339395,2763601.13786749,28873.16758457,4.566e-05,0.99999658
2022-03-07,255441,11.28076247,3588270.55793792,3588259.27717545,196.19055285,3588259.27717545,28862.19196687,4.416e-05,0.99999686
2022-03-08,255771,10.58415698,8871935.88592975,8871925.30177277,164.61482335,8871925.30177277,28857.99238707,4.138e-05,0.99999881
2022-03-09,272805,11.2612991,7533002.84467873,7532991.58337963,183.51080801,7532991.58337963,28845.24309374,4.128e-05,0.99999851
2022-03-10,261553,11.64946679,4891597.50538102,4891585.85591423,228.01702926,4891585.85591423,53968.09424235,4.454e-05,0.99999762
2022-03-11,252383,11.0320505,4126736.57245803,4126725.54040753,126.74704127,4126725.54040753,36101.85589806,4.371e-05,0.99999733
2022-03-12,225148,7.88415266,3408304.41820204,3408296.53404938,18.83250407,3408296.53404938,28728.30854228,3.502e-05,0.99999769
2022-03-13,208092,6.7718509,3470616.0355673,3470609.2637164,213.84408922,3470609.2637164,28745.92284733,3.254e-05,0.99999805
2022-03-14,259592,10.31167024,4363078.26608996,4363067.95441972,195.72963763,4363067.95441972,28871.4500979,3.972e-05,0.99999764
2022-03-15,263178,9.8162698,3665779.9189125,3665770.1026427,145.53059066,3665770.1026427,28863.40519759,3.73e-05,0.99999732
