Price,Close
Ticker,JPM
DATE,
2020-09-01,87.14173889160156
2020-09-02,88.45571899414062
2020-09-03,88.17726135253906
2020-09-04,90.08300018310547
2020-09-08,86.9502944946289
2020-09-09,87.77696228027344
2020-09-10,86.8719482421875
2020-09-11,87.95100402832031
2020-09-14,89.16928100585938
2020-09-15,86.39334869384766
2020-09-16,86.75881958007812
2020-09-17,85.76680755615234
2020-09-18,85.58406829833984
2020-09-21,82.93865203857422
2020-09-22,82.03365325927734
2020-09-23,80.70226287841797
2020-09-24,80.63264465332031
2020-09-25,81.33748626708984
2020-09-28,83.67831420898438
2020-09-29,82.97346496582031
2020-09-30,83.7740478515625
2020-10-01,84.38318634033203
2020-10-02,85.18376922607422
2020-10-05,86.98426055908203
2020-10-06,86.08841705322266
2020-10-07,87.59024810791016
2020-10-08,89.3907241821289
2020-10-09,88.88130950927734
2020-10-12,89.97036743164062
2020-10-13,88.51243591308594
2020-10-14,88.0206069946289
2020-10-15,89.33802795410156
2020-10-16,89.15357208251953
2020-10-19,87.6517333984375
2020-10-20,88.15235900878906
2020-10-21,87.27407836914062
2020-10-22,90.3568115234375
2020-10-23,91.1736068725586
2020-10-26,88.91644287109375
2020-10-27,87.23893737792969
2020-10-28,84.78853607177734
2020-10-29,85.34187316894531
2020-10-30,86.10597229003906
2020-11-02,88.04696655273438
2020-11-03,90.82231140136719
2020-11-04,88.04696655273438
2020-11-05,91.64787292480469
2020-11-06,90.42707061767578
2020-11-09,102.67022705078125
2020-11-10,102.33646392822266
2020-11-11,100.80828094482422
2020-11-12,99.56991577148438
2020-11-13,100.1934814453125
2020-11-16,103.02151489257812
2020-11-17,101.97637176513672
2020-11-18,101.22105407714844
2020-11-19,101.49331665039062
2020-11-20,100.62384033203125
2020-11-23,103.52212524414062
2020-11-24,108.3087387084961
2020-11-25,107.17575073242188
2020-11-27,106.46434020996094
2020-11-30,103.53092193603516
2020-12-01,105.16450500488281
2020-12-02,107.18453216552734
2020-12-03,106.48192596435547
2020-12-04,107.44801330566406
2020-12-07,107.04401397705078
2020-12-08,107.14939880371094
2020-12-09,106.31503295898438
2020-12-10,105.6299819946289
2020-12-11,105.00640869140625
2020-12-14,103.89978790283203
2020-12-15,105.67391967773438
2020-12-16,105.98130798339844
2020-12-17,105.10302734375
2020-12-18,104.58485412597656
2020-12-21,108.51072692871094
2020-12-22,106.8595962524414
2020-12-23,109.84571838378906
2020-12-24,109.36266326904297
2020-12-28,110.08285522460938
2020-12-29,109.79301452636719
2020-12-30,110.10041809082031
2020-12-31,111.60224151611328
2021-01-04,110.54832458496094
2021-01-05,111.14985656738281
2021-01-06,116.3689956665039
2021-01-07,120.19043731689453
2021-01-08,120.3231430053711
2021-01-11,122.11888885498047
2021-01-12,124.03845977783203
2021-01-13,124.15343475341797
2021-01-14,124.87882232666016
2021-01-15,122.64080810546875
2021-01-19,122.11004638671875
2021-01-20,120.27892303466797
2021-01-21,119.27046966552734
2021-01-22,118.3504867553711
2021-01-25,116.87318420410156
2021-01-26,116.39552307128906
2021-01-27,113.10482788085938
2021-01-28,115.09516906738281
2021-01-29,113.82132720947266
2021-02-01,114.66171264648438
2021-02-02,118.19125366210938
2021-02-03,119.54468536376953
2021-02-04,122.2957992553711
2021-02-05,122.05695343017578
2021-02-08,123.96769714355469
2021-02-09,123.47229766845703
2021-02-10,123.5430908203125
2021-02-11,123.19811248779297
2021-02-12,124.94960021972656
2021-02-16,127.95724487304688
2021-02-17,128.3553009033203
2021-02-18,128.7887725830078
2021-02-19,130.9383087158203
2021-02-22,132.1679229736328
2021-02-23,133.22943115234375
2021-02-24,135.5736541748047
2021-02-25,133.73365783691406
2021-02-26,130.18641662597656
2021-03-01,133.1321258544922
2021-03-02,132.6986541748047
2021-03-03,135.26402282714844
2021-03-04,133.18524169921875
2021-03-05,133.49481201171875
2021-03-08,135.26402282714844
2021-03-09,134.30865478515625
2021-03-10,137.22787475585938
2021-03-11,136.5113067626953
2021-03-12,138.130126953125
2021-03-15,137.4401397705078
2021-03-16,135.79476928710938
2021-03-17,137.1924591064453
2021-03-18,139.45704650878906
2021-03-19,137.2366943359375
2021-03-22,133.5479278564453
2021-03-23,132.21217346191406
2021-03-24,133.23828125
2021-03-25,134.94558715820312
2021-03-26,137.1924591064453
2021-03-29,135.06056213378906
2021-03-30,136.65284729003906
2021-03-31,134.6624755859375
2021-04-01,135.9716796875
2021-04-05,136.6924285888672
2021-04-06,135.73146057128906
2021-04-07,137.8580780029297
2021-04-08,138.02716064453125
2021-04-09,139.0593719482422
2021-04-12,138.7657012939453
2021-04-13,137.11065673828125
2021-04-14,134.5480194091797
2021-04-15,135.40220642089844
2021-04-16,136.40771484375
2021-04-19,135.82931518554688
2021-04-20,132.82180786132812
2021-04-21,133.95184326171875
2021-04-22,131.13113403320312
2021-04-23,133.64039611816406
2021-04-26,133.96963500976562
2021-04-27,134.58360290527344
2021-04-28,135.45559692382812
2021-04-29,138.08946228027344
2021-04-30,136.86151123046875
2021-05-03,136.46112060546875
2021-05-04,138.34747314453125
2021-05-05,140.16270446777344
2021-05-06,142.98336791992188
2021-05-07,143.47280883789062
2021-05-10,143.4550018310547
2021-05-11,141.07028198242188
2021-05-12,140.1004180908203
2021-05-13,143.70411682128906
2021-05-14,145.93753051757812
2021-05-17,146.5248260498047
2021-05-18,144.46051025390625
2021-05-19,143.35714721679688
2021-05-20,143.1079864501953
2021-05-21,144.73629760742188
2021-05-24,145.5193328857422
2021-05-25,144.01556396484375
2021-05-26,143.997802734375
2021-05-27,146.24009704589844
2021-05-28,146.14224243164062
2021-06-01,147.75274658203125
2021-06-02,147.76170349121094
2021-06-03,147.8595733642578
2021-06-04,148.0998077392578
2021-06-07,147.40574645996094
2021-06-08,146.81849670410156
2021-06-09,144.98545837402344
2021-06-10,142.7253875732422
2021-06-11,142.62747192382812
2021-06-14,140.20721435546875
2021-06-15,138.08055114746094
2021-06-16,139.05043029785156
2021-06-17,135.03741455078125
2021-06-18,131.62054443359375
2021-06-21,133.85394287109375
2021-06-22,133.658203125
2021-06-23,134.46791076660156
2021-06-24,135.70477294921875
2021-06-25,137.0750732421875
2021-06-28,137.32418823242188
2021-06-29,137.1551513671875
2021-06-30,138.40087890625
2021-07-01,139.77120971679688
2021-07-02,139.63693237304688
2021-07-06,137.29222106933594
2021-07-07,137.4532928466797
