DATE,BTC,BTC_ret_1w
2024-09-27,0.04028478007902869,0.04110721857564026
2024-10-04,-0.05825581982144534,-0.056591426048884896
2024-10-11,0.0060654831853561575,0.006083915476566171
2024-10-18,0.09135987272311574,0.09566323362969587
2024-10-25,-0.026306258173109498,-0.025963262787029096
2024-11-01,0.0417332499192451,0.04261632366493329
2024-11-08,0.09681055652814763,0.1016516531373246
2024-11-15,0.17369957506940992,0.18969809715854158
2024-11-22,0.08351165038099673,0.08709788032358734
2024-11-29,-0.01563858582185418,-0.01551693809694532
2024-12-06,0.02491931215298493,0.025232393392424557
2024-12-13,0.015280336177818654,0.015397677424076273
2024-12-20,-0.03718345824655067,-0.03650064276878384
2024-12-27,-0.03742678953399903,-0.03673506378569269
2025-01-03,0.04101603030343881,0.04186880688473393
2025-01-10,-0.03533375497648805,-0.03471680558087198
2025-01-17,0.0980943982659479,0.10306690779725036
2025-01-24,0.0034159313655806045,0.0034217723079876805
2025-01-31,-0.023303905805823533,-0.023034466844561785
2025-02-07,-0.0590913967997615,-0.05737938728744307
2025-02-14,0.010099989343501647,0.010151166386620947
2025-02-21,-0.014289243936341123,-0.014187637226960259
2025-02-28,-0.13040757921355173,-0.12226238959953906
2025-03-07,0.027698403392598436,0.028085570538934013
2025-03-14,-0.03249704856297875,-0.03197469310718071
2025-03-21,0.0008825616994290186,0.0008829512716033161
2025-03-28,0.0036806798378332672,0.003687461858130181
2025-04-04,-0.006056534289093918,-0.0060382304565358424
2025-04-11,-0.005249307334869613,-0.005235553797160231
2025-04-18,0.012462879229858004,0.012540864546317199
2025-04-25,0.11476127806236747,0.12160565373535248
2025-05-02,0.022852988452536138,0.02311611860684848
2025-05-09,0.06066251534977418,0.06254026264201618
2025-05-16,0.0050221663911109715,0.00503479860691769
2025-05-23,0.03604679410686096,0.036704357010376
2025-05-30,-0.031137762086572707,-0.030657974702679835
2025-06-06,0.0037600263030341807,0.003767104070015348
2025-06-13,0.01615974347263638,0.01629101829641222
2025-06-20,-0.02656660169108882,-0.026216813931204674
2025-06-27,0.035924618685017506,0.03657770495527357
2025-07-04,0.00879416312259984,0.008832945377575285
2025-07-11,0.08413383554637832,0.08777446695730062
2025-07-18,0.0041290303515655324,0.004137566542072646
2025-07-25,-0.0031178529621307405,-0.0031129975060930626
2025-08-01,-0.03737768155639465,-0.036687758631258394
2025-08-08,0.029293499439189574,0.02972677435894222
2025-08-15,0.0060629333276409625,0.006081350109000683
2025-08-22,-0.004475699367484154,-0.004465698351146741
2025-08-29,-0.07516912018996358,-0.0724134005593493
