DATE,Unnamed: 1,"('Close', 'GS')",Date,Close
2021-01-05,,240.5858459472656,,
2021-01-06,,253.5684356689453,,
2021-01-07,,258.9852600097656,,
2021-01-08,,257.59100341796875,,
2021-01-11,,260.9210510253906,,
2021-01-12,,268.362548828125,,
2021-01-13,,269.0107421875,,
2021-01-14,,273.3886108398437,,
2021-01-15,,267.29693603515625,,
2021-01-19,,261.24969482421875,,
2021-01-20,,257.9373779296875,,
2021-01-21,,256.9606018066406,,
2021-01-22,,256.9783630371094,,
2021-01-25,,251.33953857421875,,
2021-01-26,,250.2029571533203,,
2021-01-27,,242.71701049804688,,
2021-01-28,,244.2177734375,,
2021-01-29,,240.79898071289065,,
2021-02-01,,243.9602966308593,,
2021-02-02,,254.8293609619141,,
2021-02-03,,256.2324523925781,,
2021-02-04,,260.8500671386719,,
2021-02-05,,260.6280822753906,,
2021-02-08,,266.5332336425781,,
2021-02-09,,266.8085327148437,,
2021-02-10,,270.2007141113281,,
2021-02-11,,268.4601745605469,,
2021-02-12,,272.0121765136719,,
2021-02-16,,277.0205078125,,
2021-02-17,,277.7131652832031,,
2021-02-18,,275.19122314453125,,
2021-02-19,,280.2706298828125,,
2021-02-22,,281.38055419921875,,
2021-02-23,,283.4585266113281,,
2021-02-24,,293.6084289550781,,
2021-02-25,,291.0508117675781,,
2021-02-26,,283.69830322265625,,
2021-03-01,,294.1198425292969,,
2021-03-02,,295.0290832519531,,
2021-03-03,,298.1403503417969,,
2021-03-04,,293.55816650390625,,
2021-03-05,,291.846435546875,,
2021-03-08,,297.92645263671875,,
2021-03-09,,294.7170715332031,,
2021-03-10,,304.9067687988281,,
2021-03-11,,304.9781494140625,,
2021-03-12,,310.9599304199219,,
2021-03-15,,308.4994812011719,,
2021-03-16,,304.63043212890625,,
2021-03-17,,307.51885986328125,,
2021-03-18,,310.23785400390625,,
2021-03-19,,306.8502502441406,,
2021-03-22,,302.5086669921875,,
2021-03-23,,295.7690124511719,,
2021-03-24,,292.98760986328125,,
2021-03-25,,294.681396484375,,
2021-03-26,,291.8642578125,,
2021-03-29,,290.38446044921875,,
2021-03-30,,295.9830627441406,,
2021-03-31,,291.5166320800781,,
2021-04-01,,292.0871276855469,,
2021-04-05,,288.4320983886719,,
2021-04-06,,291.57012939453125,,
2021-04-07,,291.115478515625,,
2021-04-08,,295.2074584960937,,
2021-04-09,,294.9132080078125,,
2021-04-12,,295.8313903808594,,
2021-04-13,,292.1228332519531,,
2021-04-14,,298.9605712890625,,
2021-04-15,,301.8133544921875,,
2021-04-16,,305.1653137207031,,
2021-04-19,,305.8606872558594,,
2021-04-20,,295.8670959472656,,
2021-04-21,,298.8892517089844,,
2021-04-22,,294.9488830566406,,
2021-04-23,,302.52655029296875,,
2021-04-26,,306.24395751953125,,
2021-04-27,,309.0166320800781,,
2021-04-28,,310.3358764648437,,
2021-04-29,,314.6685485839844,,
2021-04-30,,310.6390686035156,,
2021-05-03,,312.16357421875,,
2021-05-04,,311.878173828125,,
2021-05-05,,318.8139953613281,,
2021-05-06,,326.2579040527344,,
2021-05-07,,330.64404296875,,
2021-05-10,,328.6738586425781,,
2021-05-11,,320.86444091796875,,
2021-05-12,,315.9434814453125,,
2021-05-13,,319.8749084472656,,
2021-05-14,,328.7540588378906,,
2021-05-17,,329.1819763183594,,
2021-05-18,,325.0009460449219,,
2021-05-19,,319.49151611328125,,
2021-05-20,,320.7395935058594,,
2021-05-21,,326.5164794921875,,
2021-05-24,,328.326171875,,
2021-05-25,,324.95635986328125,,
2021-05-26,,327.53271484375,,
2021-05-27,,331.07196044921875,,
2021-05-28,,332.771484375,,
2021-06-01,,342.0921936035156,,
2021-06-02,,342.98663330078125,,
2021-06-03,,347.70965576171875,,
2021-06-04,,350.151611328125,,
2021-06-07,,347.208740234375,,
2021-06-08,,344.1137390136719,,
2021-06-09,,342.39630126953125,,
2021-06-10,,334.4889221191406,,
2021-06-11,,338.16534423828125,,
2021-06-14,,333.5765075683594,,
2021-06-15,,332.1274719238281,,
2021-06-16,,331.8591613769531,,
2021-06-17,,323.3613586425781,,
2021-06-18,,312.028076171875,,
2021-06-21,,319.81915283203125,,
2021-06-22,,319.8102111816406,,
2021-06-23,,322.9588623046875,,
2021-06-24,,329.8465576171875,,
2021-06-25,,329.8644104003906,,
2021-06-28,,329.8106994628906,,
2021-06-29,,333.30816650390625,,
2021-06-30,,339.4892578125,,
2021-07-01,,335.4281921386719,,
2021-07-02,,334.6856994628906,,
2021-07-06,,330.8394470214844,,
2021-07-07,,328.8804016113281,,
2021-07-08,,321.07147216796875,,
2021-07-09,,332.5389709472656,,
2021-07-12,,340.3568115234375,,
2021-07-13,,336.31365966796875,,
2021-07-14,,334.90045166015625,,
2021-07-15,,333.9612121582031,,
2021-07-16,,326.3132629394531,,
2021-07-19,,317.2967224121094,,
2021-07-20,,326.2774963378906,,
2021-07-21,,334.0953674316406,,
2021-07-22,,333.3887023925781,,
2021-07-23,,334.5873107910156,,
2021-07-26,,336.2421875,,
2021-07-27,,335.2939758300781,,
2021-07-28,,334.74835205078125,,
2021-07-29,,337.7180480957031,,
2021-07-30,,335.3298645019531,,
2021-08-02,,338.2906188964844,,
2021-08-03,,340.2315673828125,,
2021-08-04,,337.9953308105469,,
2021-08-05,,343.7559509277344,,
2021-08-06,,355.9122314453125,,
2021-08-09,,357.6921691894531,,
2021-08-10,,364.9286804199219,,
2021-08-11,,370.2241821289063,,
2021-08-12,,371.2170715332031,,
2021-08-13,,367.4422912597656,,
2021-08-16,,365.2686462402344,,
2021-08-17,,362.2452392578125,,
2021-08-18,,356.7261657714844,,
2021-08-19,,352.04791259765625,,
2021-08-20,,354.1053161621094,,
2021-08-23,,359.0966491699219,,
2021-08-24,,365.45648193359375,,
2021-08-25,,369.535400390625,,
2021-08-26,,368.9002990722656,,
2021-08-27,,375.4122619628906,,
2021-08-30,,369.96484375,,
2021-08-31,,371.68157958984375,,
2021-09-01,,371.8164367675781,,
2021-09-02,,372.5714416503906,,
2021-09-03,,369.7041015625,,
2021-09-07,,368.8142700195313,,
2021-09-08,,364.0324096679688,,
2021-09-09,,363.6549072265625,,
2021-09-10,,362.6661376953125,,
2021-09-13,,367.8615112304688,,
2021-09-14,,362.85498046875,,
2021-09-15,,361.29095458984375,,
2021-09-16,,356.55401611328125,,
2021-09-17,,351.86199951171875,,
2021-09-20,,339.88043212890625,,
2021-09-21,,337.82208251953125,,
2021-09-22,,346.4779357910156,,
2021-09-23,,352.2215881347656,,
2021-09-24,,351.31378173828125,,
2021-09-27,,359.3674011230469,,
2021-09-28,,350.100341796875,,
2021-09-29,,345.9566345214844,,
2021-09-30,,339.79052734375,,
2021-10-01,,341.56121826171875,,
2021-10-04,,336.3030700683594,,
2021-10-05,,346.7835693359375,,
2021-10-06,,348.7969665527344,,
2021-10-07,,351.1070251464844,,
2021-10-08,,353.0754699707031,,
2021-10-11,,346.27117919921875,,
2021-10-12,,347.4306945800781,,
2021-10-13,,347.2330627441406,,
2021-10-14,,351.6283264160156,,
2021-10-15,,364.994140625,,
2021-10-18,,371.8433227539063,,
2021-10-19,,370.4681396484375,,
2021-10-20,,366.6300659179688,,
2021-10-21,,366.3603820800781,,
2021-10-22,,372.40960693359375,,
2021-10-25,,372.796142578125,,
2021-10-26,,375.3668518066406,,
2021-10-27,,369.41644287109375,,
2021-10-28,,372.8590698242188,,
2021-10-29,,371.5377502441406,,
2021-11-01,,374.5489196777344,,
2021-11-02,,380.97564697265625,,
2021-11-03,,375.6275024414063,,
2021-11-04,,366.7918701171875,,
2021-11-05,,365.9019775390625,,
2021-11-08,,367.03460693359375,,
2021-11-09,,364.3470153808594,,
2021-11-10,,358.7471923828125,,
2021-11-11,,361.6415100097656,,
2021-11-12,,363.9514770507813,,
2021-11-15,,363.8616027832031,,
2021-11-16,,362.3156433105469,,
2021-11-17,,351.9429626464844,,
2021-11-18,,351.7810974121094,,
2021-11-19,,348.20379638671875,,
2021-11-22,,356.0865783691406,,
2021-11-23,,365.2368774414063,,
2021-11-24,,358.81011962890625,,
2021-11-26,,350.0014038085937,,
2021-11-29,,347.439697265625,,
2021-11-30,,342.4511413574219,,
2021-12-01,,340.18316650390625,,
2021-12-02,,350.1768493652344,,
2021-12-03,,345.83062744140625,,
2021-12-06,,351.76708984375,,
2021-12-07,,361.5348510742188,,
2021-12-08,,359.013916015625,,
2021-12-09,,358.2639465332031,,
2021-12-10,,353.357421875,,
2021-12-13,,347.556396484375,,
2021-12-14,,351.3334350585937,,
2021-12-15,,352.318359375,,
2021-12-16,,359.05914306640625,,
2021-12-17,,344.9901733398437,,
2021-12-20,,335.7826843261719,,
2021-12-21,,343.65289306640625,,
2021-12-22,,345.4691467285156,,
2021-12-23,,347.9178771972656,,
2021-12-27,,350.6285705566406,,
2021-12-28,,350.2400207519531,,
2021-12-29,,348.96600341796875,,
2021-12-30,,348.3515625,,
2021-12-31,,345.6678771972656,,
2022-01-03,,357.2157287597656,,
2022-01-04,,368.19439697265625,,
2022-01-05,,360.19757080078125,,
2022-01-06,,358.6614685058594,,
2022-01-07,,359.185546875,,
2022-01-10,,360.6855773925781,,
2022-01-11,,364.1914367675781,,
2022-01-12,,352.6797180175781,,
2022-01-13,,353.1224975585937,,
2022-01-14,,344.213134765625,,
2022-01-18,,320.2318725585937,,
2022-01-19,,313.83447265625,,
2022-01-20,,314.5392761230469,,
2022-01-21,,310.7532653808594,,
2022-01-24,,310.2834167480469,,
2022-01-25,,308.6207275390625,,
2022-01-26,,309.6418151855469,,
2022-01-27,,308.1509094238281,,
2022-01-28,,313.5543518066406,,
2022-01-31,,320.48486328125,,
2022-02-01,,328.96063232421875,,
2022-02-02,,328.0569763183594,,
2022-02-03,,324.2799377441406,,
2022-02-04,,332.15924072265625,,
2022-02-07,,332.6561889648437,,
2022-02-08,,334.4181823730469,,
2022-02-09,,338.42108154296875,,
2022-02-10,,334.8429260253906,,
2022-02-11,,328.0569763183594,,
2022-02-14,,325.5089111328125,,
2022-02-15,,328.85211181640625,,
2022-02-16,,325.3371276855469,,
2022-02-17,,315.40673828125,,
2022-02-18,,312.6778869628906,,
2022-02-22,,311.0785217285156,,
2022-02-23,,308.29547119140625,,
2022-02-24,,307.39190673828125,,
2022-02-25,,316.364501953125,,
2022-02-28,,308.3858947753906,,
2022-03-01,,298.3059387207031,,
2022-03-02,,305.7408752441406,,
2022-03-03,,303.05047607421875,,
2022-03-04,,299.6420288085937,,
2022-03-07,,292.5706787109375,,
2022-03-08,,292.0980834960937,,
2022-03-09,,303.2050170898437,,
2022-03-10,,299.8510437011719,,
2022-03-11,,297.2152404785156,,
2022-03-14,,295.3793029785156,,
2022-03-15,,299.17852783203125,,
2022-03-16,,309.72186279296875,,
2022-03-17,,312.0032653808594,,
2022-03-18,,313.9210510253906,,
2022-03-21,,308.1222229003906,,
2022-03-22,,311.7669677734375,,
2022-03-23,,305.041015625,,
2022-03-24,,305.60455322265625,,
2022-03-25,,306.7497253417969,,
2022-03-28,,304.7592163085937,,
2022-03-29,,308.7220764160156,,
2022-03-30,,305.0228271484375,,
2022-03-31,,300.0329284667969,,
2022-04-01,,300.1419372558594,,
2022-04-04,,298.3150329589844,,
2022-04-05,,294.4521789550781,,
2022-04-06,,287.4534606933594,,
2022-04-07,,285.53564453125,,
2022-04-08,,292.1162414550781,,
2022-04-11,,291.54364013671875,,
2022-04-12,,290.65283203125,,
2022-04-13,,292.6434326171875,,
2022-04-14,,292.3434753417969,,
2022-04-18,,299.8329162597656,,
2022-04-19,,305.3500671386719,,
2022-04-20,,309.9945678710937,,
2022-04-21,,303.8503723144531,,
2022-04-22,,290.643798828125,,
2022-04-25,,292.1434936523437,,
2022-04-26,,284.5995483398437,,
2022-04-27,,284.69952392578125,,
2022-04-28,,289.40771484375,,
2022-04-29,,277.6645202636719,,
2022-05-02,,282.1454467773437,,
2022-05-03,,285.99920654296875,,
2022-05-04,,294.5884704589844,,
2022-05-05,,284.5540466308594,,
2022-05-06,,284.4540100097656,,
2022-05-09,,280.7548522949219,,
2022-05-10,,277.27362060546875,,
2022-05-11,,274.08331298828125,,
2022-05-12,,272.13836669921875,,
2022-05-13,,279.02789306640625,,
2022-05-16,,275.80126953125,,
2022-05-17,,284.4632568359375,,
2022-05-18,,278.79156494140625,,
2022-05-19,,280.12762451171875,,
2022-05-20,,278.85516357421875,,
2022-05-23,,287.7716064453125,,
2022-05-24,,285.3539428710937,,
2022-05-25,,286.21734619140625,,
2022-05-26,,294.1521911621094,,
2022-05-27,,298.6512756347656,,
2022-05-31,,298.8982849121094,,
2022-06-01,,294.32586669921875,,
2022-06-02,,296.5205993652344,,
2022-06-03,,291.4268798828125,,
2022-06-06,,293.1004638671875,,
2022-06-07,,294.0149841308594,,
2022-06-08,,287.7689514160156,,
2022-06-09,,278.2035827636719,,
2022-06-10,,262.4744873046875,,
2022-06-13,,259.0908508300781,,
2022-06-14,,258.3775634765625,,
2022-06-15,,265.2636108398437,,
2022-06-16,,260.60894775390625,,
2022-06-17,,255.8627777099609,,
2022-06-21,,260.4534912109375,,
2022-06-22,,260.2065734863281,,
2022-06-23,,261.6972045898437,,
2022-06-24,,276.8592529296875,,
2022-06-27,,275.0577087402344,,
2022-06-28,,273.8780212402344,,
2022-06-29,,277.3439025878906,,
2022-06-30,,271.6192626953125,,
2022-07-01,,273.64031982421875,,
2022-07-05,,271.783935546875,,
2022-07-06,,268.6380615234375,,
2022-07-07,,273.06427001953125,,
2022-07-08,,271.1163024902344,,
2022-07-11,,268.1076965332031,,
2022-07-12,,267.5133056640625,,
2022-07-13,,265.3367919921875,,
2022-07-14,,257.5088195800781,,
2022-07-15,,268.7386779785156,,
2022-07-18,,275.4967041015625,,
2022-07-19,,290.8507995605469,,
2022-07-20,,293.9600524902344,,
2022-07-21,,298.6147766113281,,
2022-07-22,,296.2279357910156,,
2022-07-25,,296.40167236328125,,
2022-07-26,,291.3080139160156,,
2022-07-27,,296.7858581542969,,
2022-07-28,,300.9649353027344,,
2022-07-29,,304.87890625,,
2022-08-01,,303.6809997558594,,
2022-08-02,,299.8401794433594,,
2022-08-03,,304.6778259277344,,
2022-08-04,,303.4888916015625,,
2022-08-05,,306.0495300292969,,
2022-08-08,,306.0586242675781,,
2022-08-09,,307.83270263671875,,
2022-08-10,,318.1572265625,,
2022-08-11,,321.6048278808594,,
2022-08-12,,323.56182861328125,,
2022-08-15,,325.4182434082031,,
2022-08-16,,324.6134948730469,,
2022-08-17,,323.4886474609375,,
2022-08-18,,324.20196533203125,,
2022-08-19,,319.4009704589844,,
2022-08-22,,313.1368103027344,,
2022-08-23,,311.0882873535156,,
2022-08-24,,312.69781494140625,,
2022-08-25,,316.85870361328125,,
2022-08-26,,307.6315612792969,,
2022-08-29,,305.3636169433594,,
2022-08-30,,305.0984802246094,,
2022-08-31,,306.5174255371094,,
2022-09-01,,307.2821350097656,,
2022-09-02,,305.42095947265625,,
2022-09-06,,300.8232116699219,,
2022-09-07,,304.5732116699219,,
2022-09-08,,309.0143127441406,,
2022-09-09,,313.3633117675781,,
2022-09-12,,315.6482238769531,,
2022-09-13,,302.5738830566406,,
2022-09-14,,301.5326843261719,,
2022-09-15,,305.5498962402344,,
2022-09-16,,300.5652160644531,,
2022-09-19,,302.8226623535156,,
2022-09-20,,297.84716796875,,
2022-09-21,,295.49761962890625,,
2022-09-22,,288.32000732421875,,
2022-09-23,,278.2308349609375,,
2022-09-26,,271.4586486816406,,
2022-09-27,,268.4733581542969,,
2022-09-28,,277.1435852050781,,
2022-09-29,,272.8314514160156,,
2022-09-30,,270.0120544433594,,
2022-10-03,,275.63250732421875,,
2022-10-04,,290.11669921875,,
2022-10-05,,284.7081298828125,,
2022-10-06,,280.71856689453125,,
2022-10-07,,277.4107971191406,,
2022-10-10,,276.9132995605469,,
2022-10-11,,271.08087158203125,,
2022-10-12,,272.0943908691406,,
2022-10-13,,282.929931640625,,
2022-10-14,,276.406494140625,,
2022-10-17,,282.5981750488281,,
2022-10-18,,289.17694091796875,,
2022-10-19,,287.251220703125,,
2022-10-20,,286.3759155273437,,
2022-10-21,,299.54248046875,,
2022-10-24,,302.8595275878906,,
2022-10-25,,306.2685852050781,,
2022-10-26,,309.29998779296875,,
2022-10-27,,310.6728210449219,,
2022-10-28,,314.9480285644531,,
2022-10-31,,317.42657470703125,,
2022-11-01,,321.1766052246094,,
2022-11-02,,322.2915344238281,,
2022-11-03,,321.4438781738281,,
2022-11-04,,329.7731628417969,,
2022-11-07,,334.0575866699219,,
2022-11-08,,335.40283203125,,
2022-11-09,,333.5416259765625,,
2022-11-10,,348.5694580078125,,
2022-11-11,,354.89013671875,,
2022-11-14,,352.301025390625,,
2022-11-15,,352.7801818847656,,
2022-11-16,,352.2734069824219,,
2022-11-17,,349.9238586425781,,
2022-11-18,,349.3895263671875,,
2022-11-21,,350.32000732421875,,
2022-11-22,,353.6923522949219,,
2022-11-23,,355.8852233886719,,
2022-11-25,,358.2900390625,,
2022-11-28,,352.301025390625,,
2022-11-29,,353.544921875,,
2022-11-30,,358.1263732910156,,
2022-12-01,,355.9562683105469,,
2022-12-02,,352.96063232421875,,
2022-12-05,,344.5767517089844,,
2022-12-06,,336.5729675292969,,
2022-12-07,,333.8000183105469,,
2022-12-08,,332.09344482421875,,
2022-12-09,,333.0765075683594,,
2022-12-12,,336.8233947753906,,
2022-12-13,,341.9335327148437,,
2022-12-14,,334.2265930175781,,
2022-12-15,,324.4422302246094,,
2022-12-16,,321.2147521972656,,
2022-12-19,,319.6010437011719,,
2022-12-20,,319.48974609375,,
2022-12-21,,324.7481994628906,,
2022-12-22,,320.5006408691406,,
2022-12-23,,320.43572998046875,,
2022-12-27,,317.152587890625,,
2022-12-28,,316.1324462890625,,
2022-12-29,,318.50665283203125,,
2022-12-30,,318.46026611328125,,
2023-01-03,,321.0941772460937,,
2023-01-04,,322.4668273925781,,
2023-01-05,,318.81268310546875,,
2023-01-06,,322.8191833496094,,
2023-01-09,,327.3821716308594,,
2023-01-10,,331.4257507324219,,
2023-01-11,,338.0290222167969,,
2023-01-12,,343.0927734375,,
2023-01-13,,346.8581237792969,,
2023-01-17,,324.5256042480469,,
2023-01-18,,323.7558898925781,,
2023-01-19,,325.2953796386719,,
2023-01-20,,317.0321350097656,,
2023-01-23,,323.80230712890625,,
2023-01-24,,323.0510559082031,,
2023-01-25,,324.2567443847656,,
2023-01-26,,329.2092590332031,,
2023-01-27,,328.03131103515625,,
2023-01-30,,331.5184631347656,,
2023-01-31,,339.262451171875,,
2023-02-01,,339.1697082519531,,
2023-02-02,,342.6568908691406,,
2023-02-03,,343.1020812988281,,
2023-02-06,,343.8902893066406,,
2023-02-07,,347.22918701171875,,
2023-02-08,,347.8783264160156,,
2023-02-09,,341.2842712402344,,
2023-02-10,,344.3355407714844,,
2023-02-13,,346.8766174316406,,
2023-02-14,,344.7992553710937,,
2023-02-15,,347.17340087890625,,
2023-02-16,,343.3339233398437,,
2023-02-17,,341.7572937011719,,
2023-02-21,,334.9128723144531,,
2023-02-22,,334.6995849609375,,
2023-02-23,,337.1572570800781,,
2023-02-24,,337.4447631835937,,
2023-02-27,,339.0028381347656,,
2023-02-28,,326.1300964355469,,
2023-03-01,,323.40264892578125,,
2023-03-02,,326.0834045410156,,
2023-03-03,,333.5466613769531,,
2023-03-06,,333.5092163085937,,
2023-03-07,,323.2625427246094,,
2023-03-08,,326.2608642578125,,
2023-03-09,,319.5355834960937,,
2023-03-10,,306.0663146972656,,
2023-03-13,,294.70806884765625,,
2023-03-14,,300.9102478027344,,
2023-03-15,,291.60693359375,,
2023-03-16,,294.3157043457031,,
2023-03-17,,283.5272521972656,,
2023-03-20,,289.1222839355469,,
2023-03-21,,296.361328125,,
2023-03-22,,292.9894104003906,,
2023-03-23,,294.091552734375,,
2023-03-24,,291.9618835449219,,
2023-03-27,,297.52899169921875,,
2023-03-28,,297.44482421875,,
2023-03-29,,299.5744934082031,,
2023-03-30,,299.9668884277344,,
2023-03-31,,305.5432434082031,,
2023-04-03,,304.9921569824219,,
2023-04-04,,301.3773193359375,,
2023-04-05,,300.3311767578125,,
2023-04-06,,301.143798828125,,
2023-04-10,,303.5350341796875,,
2023-04-11,,305.7861022949219,,
2023-04-12,,308.4668273925781,,
2023-04-13,,310.23223876953125,,
2023-04-14,,314.7064514160156,,
2023-04-17,,317.28448486328125,,
2023-04-18,,311.8949279785156,,
2023-04-19,,314.6784362792969,,
2023-04-20,,316.37841796875,,
2023-04-21,,319.1339416503906,,
2023-04-24,,321.2822570800781,,
2023-04-25,,317.0976867675781,,
2023-04-26,,314.3702087402344,,
2023-04-27,,319.0779113769531,,
2023-04-28,,320.79656982421875,,
2023-05-01,,318.1158447265625,,
2023-05-02,,311.3905334472656,,
2023-05-03,,306.9817199707031,,
2023-05-04,,300.0789489746094,,
2023-05-05,,305.45916748046875,,
2023-05-08,,304.9828186035156,,
2023-05-09,,303.3575134277344,,
2023-05-10,,301.2839050292969,,
2023-05-11,,299.5744934082031,,
2023-05-12,,298.4349670410156,,
2023-05-15,,300.8355407714844,,
2023-05-16,,299.6585998535156,,
2023-05-17,,308.4107971191406,,
2023-05-18,,307.8503723144531,,
2023-05-19,,304.6465148925781,,
2023-05-22,,303.49774169921875,,
2023-05-23,,302.2366638183594,,
2023-05-24,,298.7245178222656,,
2023-05-25,,302.52618408203125,,
2023-05-26,,310.1202087402344,,
2023-05-30,,309.0179748535156,,
2023-05-31,,304.8485717773437,,
2023-06-01,,297.7896728515625,,
2023-06-02,,304.61328125,,
2023-06-05,,302.8814697265625,,
2023-06-06,,307.57794189453125,,
2023-06-07,,316.00152587890625,,
2023-06-08,,315.738037109375,,
2023-06-09,,316.2556457519531,,
2023-06-12,,319.5215148925781,,
2023-06-13,,322.3544921875,,
2023-06-14,,318.5144958496094,,
2023-06-15,,319.7568664550781,,
2023-06-16,,318.41094970703125,,
2023-06-20,,311.2674255371094,,
2023-06-21,,305.9497375488281,,
2023-06-22,,300.7826843261719,,
2023-06-23,,296.1990966796875,,
2023-06-26,,293.98736572265625,,
2023-06-27,,295.01324462890625,,
2023-06-28,,295.2108459472656,,
2023-06-29,,304.0861511230469,,
2023-06-30,,303.56854248046875,,
2023-07-03,,307.3991394042969,,
2023-07-05,,301.2249755859375,,
2023-07-06,,294.5897216796875,,
2023-07-07,,296.6320495605469,,
2023-07-10,,297.8554992675781,,
2023-07-11,,302.00616455078125,,
2023-07-12,,307.2015075683594,,
2023-07-13,,309.3473815917969,,
2023-07-14,,307.0038452148437,,
2023-07-17,,307.9544677734375,,
2023-07-18,,317.4320983886719,,
2023-07-19,,320.5191955566406,,
2023-07-20,,330.2228088378906,,
2023-07-21,,331.258056640625,,
2023-07-24,,337.8180847167969,,
2023-07-25,,333.8369445800781,,
2023-07-26,,336.5287475585937,,
2023-07-27,,333.6580810546875,,
2023-07-28,,332.4533996582031,,
2023-07-31,,334.9381408691406,,
2023-08-01,,336.6792907714844,,
2023-08-02,,330.4486389160156,,
2023-08-03,,332.38751220703125,,
2023-08-04,,332.4439392089844,,
2023-08-07,,334.6463317871094,,
2023-08-08,,327.7757263183594,,
2023-08-09,,322.5333251953125,,
2023-08-10,,320.3780517578125,,
2023-08-11,,320.6885986328125,,
2023-08-14,,317.87451171875,,
2023-08-15,,312.66973876953125,,
2023-08-16,,309.7521057128906,,
2023-08-17,,308.255615234375,,
2023-08-18,,305.8179931640625,,
2023-08-21,,303.1167907714844,,
2023-08-22,,300.03912353515625,,
2023-08-23,,303.3708801269531,,
2023-08-24,,301.1402893066406,,
2023-08-25,,301.3191223144531,,
2023-08-28,,306.7968139648437,,
2023-08-29,,312.98974609375,,
2023-08-30,,311.8319091796875,,
2023-08-31,,311.0062866210937,,
2023-09-01,,310.7120666503906,,
2023-09-05,,307.2481994628906,,
2023-09-06,,304.7616577148437,,
2023-09-07,,305.54937744140625,,
2023-09-08,,308.9278564453125,,
2023-09-11,,308.10223388671875,,
2023-09-12,,314.03369140625,,
2023-09-13,,317.9057312011719,,
2023-09-14,,327.0069274902344,,
2023-09-15,,325.08038330078125,,
2023-09-18,,325.8206481933594,,
2023-09-19,,324.4635925292969,,
2023-09-20,,319.5380554199219,,
2023-09-21,,313.4073181152344,,
2023-09-22,,311.1771545410156,,
2023-09-25,,312.0786437988281,,
2023-09-26,,307.3146057128906,,
2023-09-27,,305.5398864746094,,
2023-09-28,,308.6242370605469,,
